LinkRole,http://www.xbrl.org/2003/role/link,,,,,,,,,,,,,,,,
Definition,,,,,,,,,,,,,,,,,
,,,,,,ref,,,,,,,,,,,
134,dart,AdjustmentsForDecreaseIncreaseInFinancialAssetsAtFairValueThroughProfitOrLossClassifiedAsOperatingActivities,당기손익-공정가치측정금융자산의 감소(증가) - 영업활동,,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,7,20,,,,,,,,dart_all,
135,dart,AdjustmentsForIncreaseDecreaseInFinancialLiabilitiesAtFairValueThroughProfitOrLossClassifiedAsOperatingActivities,당기손익-공정가치측정금융부채의 증가(감소) - 영업활동,,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,7,20,,,,,,,,dart_all,
136,dart,AdjustmentsForIncreaseDecreaseInFinancialLiabilitiesDesignatedAtFairValueThroughProfitOrLossClassifiedAsOperatingActivities,당기손익-공정가치인식지정금융부채의 증가(감소) - 영업활동,,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,7,20,,,,,,,,dart_all,
137,dart,AdjustmentsForIncreasedecreaseInOtherFinancialLiabilities,기타금융부채의 증가(감소),,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,7,20,,,,,,,,dart_all,
138,dart,AdjustmentsForIncreasedecreaseInPostemploymentBenefitObligations,퇴직급여채무의 증가(감소),,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,7,20,,,,,,,,dart_all,
139,dart,AdjustmentsForDecreaseincreaseInFairValueOfPlanAssets,사외적립자산의공정가치의 감소(증가),,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,7,20,,,,,,,,dart_all,
140,dart,AdjustmentsForIncreaseDecreaseInOtherLongtermEmployeeBenefitLiabilities,기타장기종업원급여부채의 증가(감소),,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,7,20,,,,,,,,dart_all,
141,dart,AdjustmentsForDecreaseIncreaseInDeposits,예수금의 감소(증가),,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,7,20,,,,,,,,dart_all,
142,dart,IncreaseInGuaranteeDeposits,임차보증금의 증가,,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,7,16,,,,,,,,dart_all,
143,dart,DecreaseInGuaranteeDeposits,임차보증금의 감소,,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,7,16,,,,,,,,dart_all,
144,dart,PurchaseOfFinancialAssetsAtFairValueThroughOtherComprehensiveIncome,기타포괄손익-공정가치측정금융자산의취득,,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,7,16,,,,,,,,dart_all,
145,dart,ProceedsFromSalesOfFinancialAssetsAtFairValueThroughOtherComprehensiveIncome,기타포괄손익-공정가치측정금융자산의처분,,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,7,16,,,,,,,,dart_all,
146,dart,PurchaseOfFairValueFinancialAsset,당기손익인식금융자산의 취득,,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,7,16,,,,,,,,dart_all,
147,dart,ProceedsFromSalesOfFairValueFinancialAsset,당기손익인식금융자산의 처분,,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,7,16,,,,,,,,dart_all,
148,dart,PurchaseOfFinancialAssetsAtAmortisedCostClassifiedAsInvestingActivities,상각후원가측정금융자산의취득 - 투자활동,,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,7,16,,,,,,,,dart_all,
149,dart,ProceedsFromSalesOfFinancialAssetsAtAmortisedCostClassifiedAsInvestingActivities,상각후원가측정금융자산의처분 - 투자활동,,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,7,16,,,,,,,,dart_all,
150,dart,IncreaseInShortTermBonds,전자단기사채의 증가,,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,7,17,,,,,,,,dart_all,
151,dart,DecreaseInShortTermBonds,전자단기사채의 감소,,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,7,17,,,,,,,,dart_all,
152,dart,ProceedsFromIssueOfConvertibleInstruments,전환가능상품의 발행으로 인한 현금 유입,,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,7,17,,,,,,,,dart_all,
153,dart,RepaymentsOfConvertibleInstruments,전환가능상품의 상환으로 인한 현금 유출,,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,7,17,,,,,,,,dart_all,
154,dart,IncreaseInGuaranteeDepositsAsFinancialActivities,임대보증금의 증가,,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,7,17,,,,,,,,dart_all,
155,dart,DecreaseInGuaranteeDepositsAsFinancialActivities,임대보증금의 감소,,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,7,17,,,,,,,,dart_all,
156,dart,IncreaseInNoncontrollingInterests,비지배지분의 증가,,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,7,17,,,,,,,,dart_all,
157,dart,DecreaseInNoncontrollingInterests,비지배지분의 감소,,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,7,17,,,,,,,,dart_all,
158,dart,IncreaseInRepurchaseAgreements,환매조건부채권매도의 증가,,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,7,17,,,,,,,,dart_all,
159,dart,DecreaseInRepurchaseAgreements,환매조건부채권매도의 감소,,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,7,17,,,,,,,,dart_all,
160,dart,GainLossFromFinancialInstruments,금융상품관련순손익,,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,1,85,,,,,,,,dart_all,
161,dart,GainFromFinancialInstruments,금융상품관련수익,,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,1,85,,,,,,,,dart_all,
162,dart,LossFromFinancialInstruments,금융상품관련비용,,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,1,85,,,,,,,,dart_all,
163,dart,GainFromFinancialInstrumentsAtFairValueThroughProfitOrLoss,당기손익-공정가치측정금융상품관련이익,,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,1,85,,,,,,,,dart_all,
164,dart,GainFromFinancialInstrumentsAtFairValueThroughOtherComprehensiveIncome,기타포괄손익-공정가치측정금융상품관련이익,,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,1,85,,,,,,,,dart_all,
165,dart,GainFromFinancialInstrumentsAtAmortisedCost,상각후원가측정금융상품관련이익,,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,1,85,,,,,,,,dart_all,
166,dart,GainFromDerivativesHeldForHedging,위험회피목적파생상품관련손익,,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,1,85,,,,,,,,dart_all,
167,dart,LossFromFinancialInstrumentsAtFairValueThroughProfitOrLoss,당기손익-공정가치측정금융상품관련손실,,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,1,85,,,,,,,,dart_all,
168,dart,LossFromFinancialInstrumentsAtAmortisedCost,상각후원가측정금융상품관련손실,,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,1,85,,,,,,,,dart_all,
169,dart,LossFromFinancialInstrumentsAtFairValueThroughOtherComprehensiveIncome,기타포괄손익-공정가치측정금융상품관련손실,,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,1,85,,,,,,,,dart_all,
170,dart,LossFromDerivativesHeldForHedging,위험회피목적파생상품평가및처분손실,,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,1,85,,,,,,,,dart_all,
171,dart,RevenueFromSaleOfGoodsRealEstate,분양매출(수익),,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,1,85,,,,,,,,dart_all,
172,dart,CostOfSalesFromSaleOfGoodsRealEstate,분양매출원가,,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,1,85,,,,,,,,dart_all,
173,dart,NonOperatingIncome,영업외수익,,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,1,85,,,,,,,,dart_all,
174,dart,NonOperatingExpense,영업외비용,,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,1,85,,,,,,,,dart_all,
175,dart,BasicEarningsLossPerSharePreferredStock,우선주기본주당순이익(손실),,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,1,85,,,,,,,,dart_all,
176,dart,DilutedEarningsLossPerSharePreferredStock,우선주희석주당순이익(손실),,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,1,85,,,,,,,,dart_all,
177,dart,CapitalAdjustmentsMember,자본조정 [구성요소],,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,1,108,,,,,,,,dart_all,
178,dart,ShareOfRetainedEarningsOfAssociatesAndJointVenturesAccountedForUsingEquityMethod,지분법 이익잉여금 변동,,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,1,106,,d,,,,,,dart_all,
179,dart,RepaymentOfConvertibleInstruments,전환가능상품의 상환,,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,1,106,,d,,,,,,dart_all,
180,dart,DividendToHybridBond,신종자본증권배당,,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,1,106,,d,,,,,,dart_all,
181,dart,IssueOfHybridBond,신종자본증권발행,,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,1,106,,d,,,,,,dart_all,
182,dart,OtherComprehensiveIncomeNetOfTaxChangeInFairValueOfInvestmentsInEquityInstruments,기타포괄손익-공정가치측정지분증권평가손익,,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,1,106A,,,,,,,,dart_all,
183,dart,OtherComprehensiveIncomeNetOfTaxDisposalOfInvestmentsInEquityInstruments,기타포괄손익-공정가치측정지분증권처분손익,,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,1,106A,,,,,,,,dart_all,
184,dart,OtherComprehensiveIncomeNetOfTaxChangeInFairValueOfFinancialAssetsMeasuredAtFairValueThroughOtherComprehensiveIncome,기타포괄손익-공정가치측정금융자산평가손익,,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,1,106A,,,,,,,,dart_all,
185,dart,OtherComprehensiveIncomeNetOfTaxDisposalOfFinancialAssetsMeasuredAtFairValueThroughOtherComprehensiveIncome,기타포괄손익-공정가치측정금융자산처분손익,,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,1,106A,,,,,,,,dart_all,
186,dart,OtherComprehensiveIncomeNetOfTaxDisposalOfFinancialLiabilitiesDesignatedAtFairValueThroughProfitOrLoss,당기손익-공정가치 인식 지정 금융부채 처분손익 - 신용위험 변동,,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,1,106A,,,,,,,,dart_all,
187,dart,OtherComprehensiveIncomeNetOfTaxChangeInFairValueOfFinancialLiabilitiesDesignatedAtFairValueThroughProfitOrLoss,당기손익-공정가치 인식 지정 금융부채 평가손익 - 신용위험 변동,,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,1,106A,,,,,,,,dart_all,
188,dart,EquitySecuritiesAtFairValueThroughOtherComprehensiveIncome,기타포괄손익-공정가치측정지분증권,,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,1,55,,,,,,,,dart_all,
189,dart,DebtSecuritiesAtFairValueThroughOtherComprehensiveIncome,기타포괄손익-공정가치측정채무증권,,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,1,55,,,,,,,,dart_all,
190,dart,OtherFinancialAssetsAtFairValueThroughOtherComprehensiveIncome,기타포괄손익-공정가치측정기타금융자산,,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,1,55,,,,,,,,dart_all,
191,dart,DueFromBanksAtAmortisedCost,상각후원가측정예치금,,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,1,55,,,,,,,,dart_all,
192,dart,DebtSecuritiesAtAmortisedCost,상각후원가측정채무증권,,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,1,55,,,,,,,,dart_all,
193,dart,LoansAtAmortisedCost,상각후원가측정대출채권,,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,1,55,,,,,,,,dart_all,
194,dart,OtherFinancialAssetsAtAmortisedCost,상각후원가측정기타금융자산,,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,1,55,,,,,,,,dart_all,
195,dart,CapitalSurplus,자본잉여금,,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,1,55,,,,,,,,dart_all,
196,dart,HybridBonds,신종자본증권,,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,1,55,,,,,,,,dart_all,
197,dart,CapitalAdjustments,자본조정,,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,1,55,,,,,,,,dart_all,
198,dart,AdjustmentsForDecreaseIncreaseInLoans,대출채권의 감소(증가),,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,7,20,,,,,,,,dart_all,
199,dart,EquitySecuritiesAtFairValueThroughProfitOrLoss,당기손익-공정가치측정지분증권,,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,1,55,,,,,,,,dart_all,
200,dart,DebtSecuritiesAtFairValueThroughProfitOrLoss,당기손익-공정가치측정채무증권,,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,1,55,,,,,,,,dart_all,
201,dart,OtherFinancialAssetsAtFairValueThroughProfitOrLoss,당기손익-공정가치측정기타금융자산,,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,1,55,,,,,,,,dart_all,
202,dart,AdjustmentsForGainLossOnForeignExchangeTranslations,외화환산손익 조정,,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,7,20,,,,,,,,dart_all,
203,dart,GainsLossesOnChangeInFairValueOfFinancialLiabilitiesDesignatedAtFairValueThroughProfitOrLoss,당기손익-공정가치인식지정금융부채평가손익 조정,,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,7,20,,,,,,,,dart_all,
204,dart,GainsOnChangeInFairValueOfFinancialLiabilitiesDesignatedAtFairValueThroughProfitOrLoss,당기손익-공정가치인식지정금융부채평가이익 조정,,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,7,20,,,,,,,,dart_all,
205,dart,GainLossFromFinancialInstrumentsAtFairValueThroughProfitOrLoss,당기손익-공정가치측정금융상품관련손익,,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,1,85,,,,,,,,dart_all,
206,dart,OperatingIncomeInsurance,보험영업수익,,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,1,85,,,,,,,,dart_all,
207,dart,GainsOnChangeInFairValueAndOnDisposalOfFinancialInstruments,금융상품평가및처분이익,,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,1,85,,,,,,,,dart_all,
208,dart,GainsOnChangeInFairValueOfFinancialInstruments,금융상품평가이익,,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,1,85,,,,,,,,dart_all,
209,dart,GainsOnDisposalOfFinancialInstruments,금융상품처분이익,,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,1,85,,,,,,,,dart_all,
210,dart,GainsOnTransactionOfDerivativeFinancialInstrumentsFinancialIncome,파생상품거래이익(금융수익),,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,1,85,,,,,,,,dart_all,
211,dart,OtherOperatingIncomeInvestment,기타투자영업이익,,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,1,85,,,,,,,,dart_all,
212,dart,GainsOnSaleOfInvestmentsInSubsidiaries,종속기업투자주식처분이익,,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,1,85,,,,,,,,dart_all,
213,dart,GainOnForeignExchangeTranslations,외화환산이익,,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,1,85,,,,,,,,dart_all,
214,dart,GainsOnSaleOfInvestmentAccountedForUsingEquityMethod,지분법투자주식처분이익,,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,1,85,,,,,,,,dart_all,
215,dart,OperatingExpenseInsurance,보험영업비용,,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,1,85,,,,,,,,dart_all,
216,dart,LossesOnChangeInFairValueAndOnDisposalOfFinancialInstruments,금융상품평가및처분손실,,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,1,85,,,,,,,,dart_all,
217,dart,LossesFromDerivatives,파생상품평가및처분손실 ,,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,1,85,,,,,,,,dart_all,
218,dart,LossesOnTransactionOfDerivativeFinancialInstrumentsFinancialExpense,파생상품거래손실(금융원가),,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,1,85,,,,,,,,dart_all,
219,dart,LossOnForeignExchangeTranslations,외화환산손실,,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,1,85,,,,,,,,dart_all,
220,dart,LossesOnSaleOfInvestmentsInSubsidiaries,종속기업투자주식처분손실,,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,1,85,,,,,,,,dart_all,
221,dart,OtherOperatingExpenseInvestment,기타투자영업비용,,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,1,85,,,,,,,,dart_all,
222,dart,NonOperatingProfitLoss,영업외손익,,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,1,85,,,,,,,,dart_all,
223,dart,GainsOnDisposalsOfNoncurrentAssetsOrDisposalGroupsClassifiedAsHeldForSale,매각예정자산처분이익,,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,1,85,,,,,,,,dart_all,
224,dart,GainsOnDisposalsOfIntangibleAssets,무형자산처분이익,,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,1,85,,,,,,,,dart_all,
225,dart,MiscellaneousIncome,잡이익,,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,1,85,,,,,,,,dart_all,
226,dart,LossesOnDisposalOfIntangibleAssets,무형자산처분손실,,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,1,85,,,,,,,,dart_all,
227,dart,MiscellaneousLosses,잡손실,,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,1,85,,,,,,,,dart_all,
228,dart,AdjustedProfitLossNetOfRegulatoryReserveForCreditLoss,대손준비금 반영후 조정이익(손실),,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,1,85,,,,,,,,dart_all,
229,dart,AdjustedProfitLossNetOfCapastropheReserve,비상위험준비금 반영후 조정이익,,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,1,85,,,,,,,,dart_all,
230,dart,OtherComprehensiveIncomeNetOfTaxSeparateAccount,"세후기타포괄손익, 특별계정기타포괄손익",,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,1,85,,,,,,,,dart_all,
231,dart,ElementsOfOtherStockholdersEquityMember,기타자본구성요소 [구성요소],,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,1,108,,,,,,,,dart_all,
232,dart,ReversalOfImpairmentLossesOnIntangibleAssets,무형자산손상차손환입,,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,1,85,,,,,,,,dart_all,
233,dart,CashAndDuefromBanks,현금및예치금,,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,1,55,,,,,,,,dart_all,
234,dart,PolicyholdersEquityAdjustment,계약자지분조정,,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,1,55,,,,,,,,dart_all,
235,dart,ElementsOfOtherStockholdersEquity,기타자본구성요소,,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,1,55,,,,,,,,dart_all,
236,dart,CatastropheReserveToBeAdded,비상위험준비금 적립예정액,,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,1,55,,,,,,,,dart_all,
237,dart,RegulatoryReserveForCreditLossToBeAddedReversed,대손준비금 적립(환입)예정액,,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,1,55,,,,,,,,dart_all,
238,dart,RegulatoryReserveForCreditLoss,대손준비금 기적립액,,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,1,55,,,,,,,,dart_all,
239,dart,GainLossFromFinancialInstrumentsAtFairValueThroughOtherComprehensiveIncome,기타포괄손익-공정가치측정금융상품관련손익,,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,1,85,,,,,,,,dart_all,
240,dart,GainLossFromFinancialInstrumentsAtAmortisedCost,상각후원가측정금융상품관련손익,,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,1,85,,,,,,,,dart_all,
241,dart,OtherOperatingIncome,기타영업수익,,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,1,85,,,,,,,,dart_all,
242,dart,OtherOperatingExpense,기타영업비용,,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,1,85,,,,,,,,dart_all,
243,dart,LoansAtFairValueThroughProfitOrLoss,당기손익-공정가치측정대출채권,,http://www.xbrl.org/2009/role/commonPracticeRef,IAS,1,55,,,,,,,,dart_all,
